State,ZipCode,TaxRegionName,StateRate,EstimatedCombinedRate,EstimatedCountyRate,EstimatedCityRate,EstimatedSpecialRate,RiskLevel
OR,97826,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97827,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97828,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97830,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97833,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97834,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97835,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97836,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97837,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97838,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97839,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97840,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97841,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97842,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97843,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97844,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97845,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97846,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97848,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97850,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97856,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97857,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97859,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97861,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97862,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97864,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97865,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97867,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97868,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97869,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97870,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97873,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97874,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97875,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97876,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97877,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97880,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97882,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97883,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97884,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97885,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97886,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97901,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97902,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97903,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97904,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97905,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97906,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97907,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97908,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97909,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97910,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97911,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97913,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97914,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97917,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97918,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97920,"OREGON STATE",0.000000,0.000000,0,0,0,0
